"","date","Total.Tested","positive","Recovered","deaths","hospitalized","new.hospital","ICU","Admit","RMCC6.Hospitalized","RMCC6.ICU","RMCC6.Admit","RMCC6.Leave","negative","Percent.Pos","discharged","never_hospitalized","New.Positive","New.Negative","New.Percent.Positive","Week.Positivity.Rate","Total.Daily.Tests","Still.Sick","Percent.Hospitalized","New.Deaths","Bremer.Positive","Butler.P","BlackHawk.P","Bremer.Recovered","Butler.R","BlackHawk.R","Bremer.Death","Butler.D","BlackHawk.D","Bremer.SS","Butler.SS","BlackHawk.SS","Knights.Positive","Knights.Isolation","Kights.Quarantine","TotalTested2","TotalPositive2","TotalRecovered2","TotalDeaths2","Individuals.Reported","Individuals.Positive","X","Bremer.Rep","Bremer.Pos","Black.Hawk.Rep","Black.Hawk.Pos","Butler.Rep","Butler.Pos","Bremer.Pct","Black.Hawk.Pct","Butler.Pct","State.7Day","State.14Day","Bremer.7Day","Black.Hawk.7Day","Butler.7Day","Bremer.School","Black.Hawk.School","Butler.School","Total.Tests","Individuals.Tested","Positive.Tests","Individuals.Postive","Bremer.Total.Tests","Bremer.Individuals.Tested","Bremer.Positive.Tests","Bremer.Individuals.Postive","Butler.Total.Tests","Butler.Individuals.Tested","Butler.Positive.Tests","Butler.Individuals.Postive","Black.Hawk.Total.Tests","Black.Hawk.Individuals.Tested","Black.Hawk.Positive.Tests","Black.Hawk.Individuals.Postive","np_7day","Week.Positivity","Week.Tests","Week.Deaths","Day.Total.Tests","Day.Positive.Tests","Day.Bremer.Total.Tests","Day.Bremer.Positive.Tests","wktot","nd_7day","pp_7day","P2"
"2",2020-03-09,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"3",2020-03-10,27,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14,48.1481481481481,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169
"4",2020-03-11,35,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,21,40,NA,NA,1,7,0.125,NA,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"5",2020-03-13,NA,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289
"6",2020-03-14,NA,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324
"7",2020-03-18,NA,38,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,34,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,42,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444
"8",2020-03-19,686,44,8,0,NA,NA,NA,NA,NA,NA,NA,NA,642,6.41399416909621,NA,NA,6,NA,NA,NA,NA,36,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,52,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85714285714286,41,NA,0,NA,NA,NA,NA,41,0,NA,1936
"9",2020-03-23,2148,105,11,0,NA,NA,NA,NA,NA,NA,NA,NA,2043,4.88826815642458,NA,NA,61,1401,0.0417236662106703,NA,1462,94,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,82,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2857142857143,100,NA,0,NA,NA,NA,NA,100,0,NA,11025
"12",2020-03-28,4673,298,21,3,NA,NA,NA,NA,NA,NA,NA,NA,4375,6.3770597046865,NA,NA,63,635,0.0902578796561605,0.061233290211298,698,277,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476,158,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5714285714286,284,4638,3,NA,NA,NA,NA,284,3,0.061233290211298,88804
"13",2020-03-29,5349,336,30,4,51,NA,NA,NA,NA,NA,NA,NA,5013,6.28154795288839,17,185,38,638,0.0562130177514793,NA,676,306,16.6666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2917,185,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5714285714286,319,NA,4,NA,NA,NA,NA,319,4,NA,112896
"14",2020-03-30,6586,424,60,6,51,0,NA,NA,NA,NA,NA,NA,6162,6.43789857273003,23,203,88,1149,0.0711398544866613,NA,1237,364,14.010989010989,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5077,365,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,406,NA,6,NA,NA,NA,NA,406,6,NA,179776
"15",2020-03-31,7385,497,69,7,61,10,27,NA,NA,NA,NA,NA,6888,6.72985781990521,33,268,73,726,0.0913642052565707,NA,799,428,14.2523364485981,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5878,432,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5714285714286,459,NA,7,NA,NA,NA,NA,459,7,NA,247009
"16",2020-04-01,7853,549,83,9,63,2,34,NA,NA,NA,NA,NA,7304,6.99095886922195,183,303,52,416,0.111111111111111,0.0704618389842333,468,466,13.519313304721,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6642,521,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1428571428571,505,7167,9,NA,NA,NA,NA,505,9,0.0704618389842333,301401
"17",2020-04-02,8668,614,117,11,87,24,42,NA,NA,NA,NA,NA,8054,7.08352561144439,NA,NA,65,750,0.0797546012269939,0.0780674846625767,815,497,17.5050301810865,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7275,575,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7142857142857,509,6520,11,NA,NA,NA,NA,509,11,0.0780674846625767,376996
"18",2020-04-03,699,699,150,11,80,-7,44,NA,NA,NA,NA,NA,0,100,204,415,85,-8054,-0.010666332036642,-0.141636141636142,-7969,549,14.5719489981785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7881,636,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2857142857143,464,-3276,8,NA,NA,NA,NA,464,8,-0.141636141636142,488601
"19",2020-04-04,10240,786,195,14,85,5,44,NA,NA,NA,NA,NA,9454,7.67578125,213,488,87,9454,0.00911854103343465,0.0876594215915215,9541,591,14.3824027072758,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8693,719,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7142857142857,488,5567,11,NA,NA,NA,NA,488,11,0.0876594215915215,617796
"20",2020-04-05,10841,868,243,22,91,6,60,NA,NA,NA,NA,NA,9973,8.00664145374043,235,542,82,519,0.136439267886855,0.0968681718863802,601,625,14.56,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9845,848,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,532,5492,18,NA,NA,NA,NA,532,18,0.0968681718863802,753424
"21",2020-04-06,11599,946,286,25,99,8,49,NA,NA,NA,NA,NA,10653,8.15587550650918,251,596,78,680,0.102902374670185,0.104129263913824,758,660,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461,928,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5714285714286,522,5013,19,NA,NA,NA,NA,522,19,0.104129263913824,894916
"22",2020-04-07,12718,1048,311,26,104,5,53,NA,NA,NA,NA,NA,11670,8.24028935367196,298,646,102,1017,0.0911528150134048,0.10331895743484,1119,737,14.1112618724559,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11445,1060,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7142857142857,551,5333,19,NA,NA,NA,NA,551,19,0.10331895743484,1098304
"23",2020-04-08,13966,1145,347,27,122,18,60,NA,NA,NA,NA,NA,12821,8.19848202778176,NA,NA,97,1151,0.077724358974359,0.0974971372484868,1248,798,15.2882205513784,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11686,1078,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1428571428571,596,6113,18,NA,NA,NA,NA,596,18,0.0974971372484868,1311025
"24",2020-04-09,14973,1270,437,29,NA,NA,58,NA,NA,NA,NA,NA,13703,8.48193414813331,NA,NA,125,882,0.124131082423039,0.104044409199048,1007,833,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12860,1210,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7142857142857,656,6305,18,NA,NA,NA,NA,656,18,0.104044409199048,1612900
"25",2020-04-10,15953,1388,506,31,119,NA,54,NA,NA,NA,NA,NA,14565,8.70055788879835,NA,NA,118,862,0.120408163265306,0.045168480398584,980,882,13.4920634920635,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14213,1339,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4285714285714,689,15254,20,NA,NA,NA,NA,689,20,0.045168480398584,1926544
"26",2020-04-11,17132,1510,574,34,118,-1,58,NA,NA,NA,NA,NA,15622,8.81391547980388,NA,NA,122,1057,0.103477523324852,0.105049332559489,1179,936,12.6068376068376,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15320,1461,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.428571428571,724,6892,20,NA,NA,NA,NA,724,20,0.105049332559489,2280100
"27",2020-04-12,17592,1587,657,41,129,11,66,NA,NA,NA,NA,NA,16005,9.02114597544338,NA,NA,77,383,0.167391304347826,0.106502740334765,460,930,13.8709677419355,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16336,1598,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.714285714286,719,6751,19,NA,NA,NA,NA,719,19,0.106502740334765,2518569
"28",2020-04-13,18696,1710,755,43,142,13,70,NA,NA,NA,NA,NA,16986,9.14634146341463,NA,NA,123,981,0.111413043478261,0.10765112019163,1104,955,14.869109947644,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17427,1741,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.142857142857,764,7097,18,NA,NA,NA,NA,764,18,0.10765112019163,2924100
"29",2020-04-14,19366,1899,796,49,163,21,73,NA,NA,NA,NA,NA,17467,9.80584529587938,NA,NA,189,481,0.282089552238806,0.128008423586041,670,1103,14.777878513146,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18432,1918,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.571428571429,851,6648,23,NA,NA,NA,NA,851,23,0.128008423586041,3606201
"30",2020-04-15,19869,1995,822,43,171,8,76,NA,NA,NA,NA,NA,17874,10.0407670240072,NA,NA,96,407,0.190854870775348,0.143994579027613,503,1173,14.5780051150895,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19384,2121,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.428571428571,850,5903,16,NA,NA,NA,NA,850,16,0.143994579027613,3980025
"31",2020-04-16,20675,2141,928,60,176,5,85,NA,NA,NA,NA,NA,18534,10.3555018137848,NA,NA,146,660,0.181141439205955,0.152753419852683,806,1213,14.5094806265458,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19864,2203,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.428571428571,871,5702,31,NA,NA,NA,NA,871,31,0.152753419852683,4583881
"32",2020-04-17,21792,2332,1018,64,182,6,88,NA,NA,NA,NA,NA,19460,10.701174743025,NA,NA,191,926,0.170993733213966,0.161671519095736,1117,1314,13.8508371385084,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20359,2286,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.857142857143,944,5839,33,NA,NA,NA,NA,944,33,0.161671519095736,5438224
"33",2020-04-18,22947,2513,1099,74,193,11,84,NA,NA,NA,NA,NA,20434,10.9513226129777,NA,NA,181,974,0.156709956709957,0.172484952708512,1155,1414,13.6492220650636,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21612,2555,1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.285714285714,1003,5815,40,NA,NA,NA,NA,1003,40,0.172484952708512,6315169
"34",2020-04-19,24550,2902,1182,75,198,5,86,NA,NA,NA,NA,NA,21648,11.8207739307536,NA,NA,389,1214,0.242669993761697,0.188991089393504,1603,1720,11.5116279069767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22694,2707,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.857142857143,1315,6958,34,NA,NA,NA,NA,1315,34,0.188991089393504,8421604
"35",2020-04-20,25820,3159,1291,79,214,16,91,NA,NA,NA,NA,NA,22661,12.2347017815647,NA,NA,257,1013,0.202362204724409,0.203396967995508,1270,1868,11.4561027837259,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24463,3168,1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,1449,7124,36,NA,NA,NA,NA,1449,36,0.203396967995508,9979281
"36",2020-04-21,27615,3641,1356,83,214,0,89,NA,NA,NA,NA,NA,23974,13.1848632989317,NA,NA,482,1313,0.268523676880223,0.211177112377258,1795,2285,9.36542669584245,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25824,3483,1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.857142857143,1742,8249,34,NA,NA,NA,NA,1742,34,0.211177112377258,13256881
"37",2020-04-22,28244,3748,1395,90,272,58,92,NA,NA,NA,NA,NA,24496,13.2700750601898,NA,NA,107,522,0.170111287758347,0.209313432835821,629,2353,11.5597110072248,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27612,3971,1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.428571428571,1753,8375,47,NA,NA,NA,NA,1753,47,0.209313432835821,14047504
"38",2020-04-23,29262,3924,1551,96,282,10,102,NA,NA,NA,NA,NA,25338,13.4098831248718,NA,NA,176,842,0.172888015717092,0.207639454990101,1018,2373,11.8836915297092,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28164,4074,1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.714285714286,1783,8587,36,NA,NA,NA,NA,1783,36,0.207639454990101,15397776
"39",2020-04-24,31973,4445,1649,107,407,125,104,NA,NA,NA,NA,NA,27528,13.9023551121259,NA,NA,521,2190,0.192180007377352,0.207543463314016,2711,2796,14.5565092989986,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29050,4244,1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.857142857143,2113,10181,43,NA,NA,NA,NA,2113,43,0.207543463314016,19758025
"40",2020-04-25,34350,5092,1772,111,293,-114,108,NA,NA,NA,NA,NA,29258,14.8238719068413,NA,NA,647,1730,0.27219183845183,0.226168552135403,2377,3320,8.82530120481928,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31714,4815,1772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.428571428571,2579,11403,37,NA,NA,NA,NA,2579,37,0.226168552135403,25928464
"41",2020-04-26,36090,5476,1921,118,286,-7,99,NA,NA,NA,NA,NA,30614,15.1731781656969,NA,NA,384,1356,0.220689655172414,0.223050259965338,1740,3555,8.0450070323488,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34150,5532,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.714285714286,2574,11540,43,NA,NA,NA,NA,2574,43,0.223050259965338,29986576
"42",2020-04-27,38150,5868,2172,127,300,14,100,NA,NA,NA,NA,NA,32282,15.3813892529489,NA,NA,392,1668,0.190291262135922,0.21970802919708,2060,3696,8.11688311688312,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36120,5997,2172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,2709,12330,48,NA,NA,NA,NA,2709,48,0.21970802919708,34433424
"43",2020-04-28,39823,6376,2301,136,304,4,98,NA,NA,NA,NA,NA,33447,16.0108480024107,NA,NA,508,1165,0.303646144650329,0.224033420707733,1673,4075,7.4601226993865,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38196,6438,2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.714285714286,2735,12208,53,NA,NA,NA,NA,2735,53,0.224033420707733,40653376
"44",2020-04-29,41337,6843,2422,148,323,19,100,NA,NA,NA,NA,NA,34494,16.5541766456201,NA,NA,467,1047,0.308454425363276,0.236385855037043,1514,4421,7.3060393576114,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40301,7031,2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.142857142857,3095,13093,58,NA,NA,NA,NA,3095,58,0.236385855037043,46826649
"45",2020-04-30,42667,7145,2788,162,335,12,121,NA,NA,NA,NA,NA,35522,16.7459629221647,NA,NA,302,1028,0.227067669172932,0.240283476314808,1330,4357,7.68877668120266,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42493,7698,2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.142857142857,3221,13405,66,NA,NA,NA,NA,3221,66,0.240283476314808,51051025
"46",2020-05-01,45593,7884,3051,170,345,10,113,NA,NA,NA,NA,NA,37709,17.2921281775711,NA,NA,739,2187,0.252563226247437,0.252496328928047,2926,4833,7.13842333954066,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44241,8016,3051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.285714285714,3439,13620,63,NA,NA,NA,NA,3439,63,0.252496328928047,62157456
"47",2020-05-02,49727,8641,3339,175,353,8,131,NA,NA,NA,NA,NA,41086,17.3768777525288,NA,NA,757,3377,0.183115626511853,0.230799245626585,4134,5302,6.65786495662014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47194,8817,3339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,3549,15377,64,NA,NA,NA,NA,3549,64,0.230799245626585,74666881
