date	Total Tested	positive	Recovered	deaths	hospitalized	new hospital	ICU	Admit	RMCC6-Hospitalized	RMCC6-ICU	RMCC6-Admit	RMCC6-Leave	negative	Percent Pos	discharged	never_hospitalized	New Positive	New Negative	New Percent Positive	Week Positivity Rate	Total Daily Tests	Still Sick	Percent Hospitalized	New Deaths	Bremer Positive	Butler P	BlackHawk P	Bremer Recovered	Butler R	BlackHawk R	Bremer Death	Butler D	BlackHawk D	Bremer SS	Butler SS	BlackHawk SS	Knights Positive	Knights Isolation	Kights Quarantine	TotalTested2	TotalPositive2	TotalRecovered2	TotalDeaths2	New Positive Tests	Individuals Reported	Individuals Positive		Bremer Rep	Bremer Pos	Black Hawk Rep	Black Hawk Pos	Butler Rep	Butler Pos	Bremer Pct	Black Hawk Pct	Butler Pct	State 7Day	State 14Day	Bremer 7Day	Black Hawk 7Day	Butler 7Day	Bremer School	Black Hawk School	Butler School	Total Tests	Positive Tests	PCR Individuals	Antigen Individuals	Positive PCR Individuals	Positive Antigen Individuals	Individuals Tested	Individuals Postive	Bremer Total Tests	Bremer Positive Tests	Bremer PCR Individuals	Bremer Antigen Individuals	Bremer Positive PCR Individuals	Bremer Positive Antigen Individuals	Bremer Individuals Tested	Bremer Individuals Postive	Butler Total Tests	Butler Positive Tests	Butler PCR Individuals	ButlerAntigen Individuals	Positive Butler PCR Individuals	Positive ButlerAntigen Individuals	Butler Individuals Tested	Butler Individuals Postive	Black Hawk Total Tests	Black Hawk Positive Tests	BH PCR Individuals	BH Antigen Individuals	Positive BH PCR Individuals	Positive BH Antigen Individuals		
2020-12-11	1273644	253067	183211	3120	833		175	128	173	26	24	39	1020577	20%			2040	3525	36.7%	36.7%	5565	66736	1%	99	2088	1124	11582	1367	714	8624	27	8	169	694	402	2789									26494	2126	0.080244584	274	16	1153	65	158	10	0.058394161	0.056374675	0.063291139	0.096846797	0.13209246	0.075	0.071455505	0.063249727	0.153	0.131	0.173	2691809	273547					1273644	253067	20520	2211					9009	2110	15378	1212					5312	1144	118449	12805					54324	11731
2020-12-12	1278953	255011	187464	3197	820		170	125	165	27	32	40	1023942	20%			1944	3365	36.6%	36.6%	5309	64350	1%	77	2118	1147	11747	1490	763	9050	32	12	183	596	372	2514									25526	2124	0.083209277	177	17	820	85	157	9	0.096045198	0.103658537	0.057324841	0.093861485	0.121811591	0.078524125	0.075767472	0.062383613	0.145	0.131	0.148	2717335	275671					1278953	255011	20697	2228					9044	2123	15535	1221					5326	1151	119269	12890					54487	11803
2020-12-13	1282699	256248	188927	3212	749		170	95	147	24	19	37	1026451	20%			1237	2509	33.0%	36.6%	3746	64109	1%	15	2123	1151	11802	1543	792	9235	32	12	184	548	347	2383									10268	1335	0.130015582	57	4	509	35	33	1	0.070175439	0.068762279	0.03030303	0.09485471	0.118612891	0.075961538	0.071644803	0.066445183	0.137	0.128	0.146	2727603	277006					1282699	256248	20754	2232					9064	2124	15568	1222					5338	1152	119778	12925					59591	11841
2020-12-14	1284887	256898	190221	3213	764		160	76	143	25	14	18	1027989	20%			650	1538	29.7%	36.0%	2188	63464	1%	1	2124	1152	11839	1558	800	9294	32	12	184	534	340	2361									6233	702	0.112626344	25	-3	189	8	24	3	-0.12	0.042328042	0.125	0.095823891	0.115809337	0.073194857	0.070940171	0.066815145	0.135	0.126	0.142	2733836	277708					1284887	256898	20779	2229					9076	2127	15592	1225					5345	1153	119967	12933					54635	11847
2020-12-15	1288885	258250	196145	3273	798		166	85	143	26	14	14	1030635	20%			1352	2646	33.8%	35.5%	3998	58832	1%	60	2137	1154	11855	1573	805	9352	35	15	189	529	334	2314									22731	1436	0.06317364	231	13	920	40	209	4	0.056277056	0.043478261	0.019138756	0.09040752	0.105363919	0.069556452	0.070950226	0.057142857	0.13	0.112	0.123	2756567	279144					1288885	258250	21010	2242					9116	2141	15801	1229					5358	1157	120887	12973					54765	11883
2020-12-16	1294596	260221	200774	3340	776		152	108	148	24	32	27	1034375	20%			1971	3740	34.5%	35.2%	5711	56107	1%	67	2140	1157	11882	1635	828	9609	38	15	193	467	314	2080									28642	2139	0.074680539	118	11	778	62	128	6	0.093220339	0.079691517	0.046875	0.086957749	0.098093727	0.066402379	0.069544365	0.049586777	0.119	0.113	0.12	2785209	281283					1294597	260220	21128	2253					9142	2147	15929	1235					5369	1164	121665	13035					54933	11941
2020-12-17	1300446	262198	204840	3450	746		146	95	135	24	14	27	1038248	20%			1977	3873	33.8%	34.5%	5850	53908	1%	110	2148	1168	11950	1674	856	9804	38	15	195	436	297	1951									23372	2138	0.091476981	193	9	801	65	118	8	0.046632124	0.081148564	0.06779661	0.083760278	0.093560961	0.062325581	0.069632495	0.049576784	0.11	0.113	0.107	2808581	283421					1300446	262198	21321	2262					9177	2154	16047	1243					5390	1172	122466	13100					55170	12005
2020-12-18	1305931	264103	208681	3451	701		136	96	124	23	14	25	1041828	20%			1905	3580	34.7%	34.2%	5485	51971	1%	1	2155	1172	12004	1716	870	10037	40	15	200	399	287	1767									25389	2055	0.080940565	239	8	1479	106	160	7	0.033472803	0.071670047	0.04375	0.083911903	0.088963013	0.056730769	0.072962154	0.045838359	0.104	0.115	0.101	2833970	285476					1305931	264103	21560	2270					9213	2165	16207	1250					5412	1177	123945	13206					55428	12098
2020-12-19	1311809	265987	212384	3451	679		140	95	129	25	22	17	1045822	20%			1884	3994	32.1%	33.4%	5878	50152	1%	0	2169	1178	12114	1757	904	10206	40	15	200	372	259	1708									28124	1961	0.069726924	171	13	1098	82	133	6	0.076023392	0.074681239	0.045112782	0.08127992	0.086893143	0.053191489	0.068929685	0.043478261	0.097	0.114	0.097	2862094	287437					1311809	165987	21731	2283					9240	2178	16340	1256					5427	1183	125043	13288					55608	12174
2020-12-20	1315996	267144	213643	3588	639		149	93	114	23	15	30	1048852	20%			1157	3030	27.6%	32.7%	4187	49913	1%	137	2183	1187	12217	1820	929	10350	40	16	207	323	242	1660									11908	1264	0.106147128	67	4	501	51	54	6	0.059701493	0.101796407	0.111111111	0.079884425	0.086241791	0.052681992	0.071800208	0.04842615	0.102	0.114	0.097	2874002	288701					1315996	267144	21798	2287					9265	2183	16394	1262					5448	1187	125544	13339					55761	12217
2020-12-21	1317905	267727	214722	3589	644		142	108	108	26	13	19	1050178	20%			583	1326	30.5%	32.8%	1909	49416	1%	1	2183	1189	12234	1836	932	10376	40	16	207	307	241	1651									6246	643	0.102945885	29	6	204	17	23	1	0.206896552	0.083333333	0.043478261	0.07947436	0.08664199	0.061068702	0.073170732	0.046060606	0.095	0.114	0.093	2880248	289344					1317905	267727	21827	2293					9274	2183	16417	1263					5461	1189	125748	13356					55816	12234
2020-12-22	1322134	269020	219073	3589	651		140	71	110	24	12	10	1053114	20%			1293	2936	30.6%	32.4%	4229	46358	1%	0	2189	1197	12278	1881	955	10541	40	16	207	268	226	1530									30677	1361	0.044365486	279	8	1543	47	248	8	0.028673835	0.030460143	0.032258065	0.074897317	0.082191076	0.053832117	0.067145534	0.048611111	0.089	0.107	0.091	2910925	290705					1322134	269020	22106	2301					9295	2189	16665	1271					5472	1197	127291	13403					55963	12278
2020-12-23	1328329	271018	222071	3653	644		139	113	109	22	17	18	1057311	20%			1998	4197	32.3%	32.0%	6195	45294	1%	64	2199	1211	12366	1911	969	10673	40	17	210	248	225	1483									28875	2125	0.073593074	152	5	1343	90	171	14	0.032894737	0.067014147	0.081871345	0.07469387	0.08055954	0.046902655	0.065719615	0.055126792	0.087	0.11	0.094	2939800	292830					1329329	271018	22258	2306					9326	2199	16836	1285					5496	1211	128634	13493					56229	12366
2020-12-24	1332938	272444	224821	3668	625		127	106	109	22	18	18	1060494	20%			1426	3183	30.9%	31.5%	4609	43955	1%	15	2208	1224	12402	1934	993	10782	40	17	211	234	214	1409									21861	1534	0.070170623	94	10	811	43	119	13	0.106382979	0.053020962	0.109243697	0.071485498	0.077419638	0.052376334	0.062473134	0.060572687	0.082	0.109	0.104	2961661	294364					1332938	272444	22352	2316					9343	2208	16955	1298					5512	1224	129445	13536					56352	12402
2020-12-25	1337938	273915	225155	3739	600		121	104	114	21	25	20	1064023	20%			1471	3529	29.4%	30.7%	5000	45021	1%	71	2214	1240	12486	1938	995	10798	41	18	214	235	227	1474									23418	1653	0.070586728	189	4	1306	86	163	16	0.021164021	0.065849923	0.098159509	0.069757592	0.076618815	0.0509684	0.061122539	0.07025247	0.079	0.11	0.118	2985079	296017					1337938	273915	22541	2320					9382	2214	17118	1314					5537	1240	130751	13622					56557	12486
2020-12-26	1339488	274311	227671	3744	558		114	76	103	20	16	27	1065177	20%			396	1154	25.5%	30.1%	1550	42896	1%	5	2221	1243	12501	1963	1025	10870	41	18	215	217	200	1416									5564	424	0.07620417	26	6	245	15	36	3	0.230769231	0.06122449	0.083333333	0.07004333	0.075994848	0.051435407	0.058625903	0.074938575	0.082	0.106	0.122	2990643	296441					1339488	274311	22567	2326					9393	2221	17154	1317					5542	1243	130996	13637					56601	12501
2020-12-27	1341403	274936	228763	3744	553		109	71	103	17	20	20	1066467	20%			625	1290	32.6%	30.7%	1915	42429	1%	0	2223	1246	12521	1971	1028	10902	41	18	215	211	200	1404									6385	681	0.106656226	37	2	283	23	41	4	0.054054054	0.081272085	0.097560976	0.068448946	0.074662708	0.050868486	0.055972101	0.073657928	0.084	0.106	0.123	2997028	297122					1341403	274936	22604	2328					9405	2223	17195	1321					5550	1246	131279	13660					56679	12521
2020-12-28	1342809	275471	229624	3745	586		111	82	113	21	33	23	1067338	21%			535	871	38.1%	31.1%	1406	42102	1%	1	2226	1248	12554	1977	1032	10925	41	18	215	208	198	1414									5415	576	0.106371191	36	5	405	37	55	1	0.138888889	0.091358025	0.018181818	0.068366136	0.074420994	0.049200492	0.057446092	0.070828331	0.082	0.109	0.123	3002443	297698					1342809	275471	22640	2333					9410	2226	17250	1322					5562	1248	131684	13697					56771	12554
2020-12-29	1346710	276946	233725	3745	620		117	77	118	19	14	9	1069764	21%			1475	2426	37.8%	32.3%	3901	39476	2%	0	2234	1249	12600	2002	1056	11096	41	18	215	191	175	1289									26081	1558	0.059736973	106	13	1737	53	133	1	0.122641509	0.030512378	0.007518797	0.072713203	0.073952868	0.0703125	0.056606852	0.072423398	0.086	0.109	0.113	3028524	299256					1346710	276946	22746	2346					9431	2234	17383	1323					5570	1249	133421	13750					56885	12600
2020-12-30	1350876	278593	236657	3812	612		127	105	111	20	19	26	1072283	21%			1647	2519	39.5%	33.6%	4166	38124	2%	67	2247	1258	12680	2028	1068	11173	44	21	218	175	169	1289									20590	1727	0.083875668	160	10	881	80	144	9	0.0625	0.090805902	0.0625	0.07458331	0.074648074	0.077160494	0.059456598	0.068017366	0.09	0.117	0.124	3049114	300983					1350876	278593	22906	2356					9462	2247	17527	1332					5595	1258	134302	13830					57087	12680
2020-12-31	1355010	280298	238977	3822	600		134	76	108	21	20	23	1074712	21%			1705	2429	41.2%	35.6%	4134	37499	2%	10	2259	1267	12746	2045	1084	11240	44	21	218	170	162	1288									15418	1909	0.123816319	93	14	719	74	69	9	0.150537634	0.102920723	0.130434783	0.082899943	0.076073155	0.083462133	0.065997131	0.067082683	0.1	0.121	0.138	3064532	302892					1355010	280298	22999	2370					9479	2259	17596	1341					5609	1267	135021	13904					57247	12746
2021-01-01	1359659	282437	241230	3891	575		117	83	113	17	25	20	1077222	21%			2139	2510	46.0%	39.2%	4649	37316	2%	69	2269	1282	12804	2056	1092	11304	44	22	218	169	168	1282									29441	2268	0.077035427	143	7	1297	61	239	15	0.048951049	0.047031611	0.062761506	0.083962385	0.075706819	0.09484193	0.061613077	0.058577406	0.104	0.122	0.15	3093973	305160					1359659	282437	23142	2377					9501	2269	17835	1356					5631	1282	136318	13965					57394	12804
2021-01-02	1361710	283144	243218	3946	572		119	88	103	18	15	25	1078566	21%			707	1344	34.5%	39.7%	2051	35980	2%	55	2271	1290	12823	2067	1101	11379	44	23	220	160	166	1224									8336	735	0.088171785	39	1	449	21	33	9	0.025641026	0.046770601	0.272727273	0.084663192	0.076839498	0.084690554	0.060474788	0.067226891	0.105	0.122	0.155	3102309	305895					1361710	283144	23181	2378					9509	2271	17868	1365					5646	1290	136767	13986					57453	12823
2021-01-03	1364349	284265	244022	3946	577		120	66	98	16	10	15	1080084	21%			1121	1518	42.5%	40.7%	2639	36297	2%	0	2273	1298	12869	2071	1103	11402	44	23	220	158	172	1247									8560	1215	0.141939252	48	4	422	55	54	7	0.083333333	0.130331754	0.12962963	0.087736404	0.07771872	0.0864	0.064467005	0.070151307	0.102	0.124	0.16	3110869	307110					1364349	284265	23229	2382					9531	2273	17922	1372					5660	1298	137189	14041					57597	12869
2021-01-04	1365704	284858	244620	3946	571		117	60	90	14	7	15	1080846	21%			593	762	43.8%	41.0%	1355	36292	2%	0	2279	1300	12906	2076	1110	11424	44	23	220	159	167	1262									5106	646	0.126517822	35	5	347	35	113	3	0.142857143	0.100864553	0.026548673	0.088591763	0.078107302	0.086538462	0.064764183	0.067515924	0.109	0.126	0.158	3115975	307756					1365703	284860	23264	2387					9539	2279	18035	1375					5665	1300	137536	14076					57691	12906
2021-01-05	1369643	286677	247719	3992	582		115	69	88	12	8	10	1082966	21%			1819	2120	46.2%	42.4%	3939	34966	2%	46	2291	1310	12946	2094	1123	11536	45	23	220	152	164	1190									24726	1877	0.075911995	299	11	1067	51	200	11	0.036789298	0.047797563	0.055	0.092505594	0.082375879	0.063647491	0.072751833	0.073943662	0.115	0.124	0.156	3140701	309633					1369643	286677	23563	2398					9561	2291	18235	1386					5677	1310	138603	14127					57787	12946
2021-01-06	1375685	289466	249869	3999	604		116	125	94	12	24	18	1086219	21%			2789	3253	46.2%	43.8%	6042	35598	2%	7	2304	1337	13039	2105	1134	11594	44	23	220	155	180	1225									25169	2940	0.116810362	159	15	1010	172	211	26	0.094339623	0.17029703	0.123222749	0.099266847	0.087331358	0.069852941	0.088307287	0.087051143	0.12	0.128	0.16	3165870	312573					1375680	289463	23722	2413					9599	2304	18446	1412					5712	1337	139613	14299					58011	13039
2021-01-07	1380542	291370	251657	4060	613		119	97	105	13	22	11	1089172	21%			1904	2953	39.2%	43.4%	4857	35653	2%	61	2314	1355	13084	2119	1141	11654	46	23	222	149	191	1208									19238	2057	0.106923797	150	7	687	-19	137	20	0.046666667	-0.027656477	0.145985401	0.09734939	0.090697123	0.057273769	0.071225611	0.092198582	0.117	0.125	0.166	3185108	314630					1380524	291370	23872	2420					9630	2314	18583	1432					5732	1355	140300	14280					58187	13084
2021-01-08	1386169	293448	253489	4065	579		108	89	93	13	20	32	1092721	21%			2078	3549	36.9%	41.5%	5627	35894	2%	5	2330	1377	13172	2127	1146	11719	46	23	222	157	208	1231									28305	2261	0.07987988	339	20	1781	93	332	20	0.05899705	0.052217855	0.060240964	0.098216678	0.091418711	0.058933583	0.07079646	0.088888889	0.113	0.123	0.173	3213413	316891					1389169	293448	24211	2440					9684	2330	18915	1452					5779	1377	142081	14373					58408	13172
2021-01-09	1390852	295113	255104	4124	549		110	75	91	12	17	19	1095739	21%			1665	3018	35.6%	41.1%	4683	35885	2%	59	2345	1394	13244	2130	1149	11779	47	23	224	168	222	1241									23011	1777	0.077223936	328	16	1490	86	190	16	0.048780488	0.057718121	0.084210526	0.09523916	0.090434167	0.057437408	0.069517931	0.083265966	0.116	0.123	0.184	3236424	318668					1390852	295113	24539	2456					9743	2345	19105	1468					5802	1394	143571	14459					58619	13244
2021-01-10	1394802	296443	255597	4127	541		105	72	79	11	10	22	1098359	21%			1330	2620	33.7%	40.0%	3950	36719	1%	3	2357	1402	13288	2130	1151	11789	47	23	224	180	228	1275									11857	1440	0.121447246	74	10	476	43	77	8	0.135135135	0.090336134	0.103896104	0.094591448	0.091485475	0.060693642	0.067220764	0.082539683	0.119	0.124	0.187	3248281	320108					1394802	296443	24613	2466					9770	2357	19182	1476					5818	1402	144047	14502					58785	13288
2021-01-11	1396433	296859	256150	4138	555		96	74	82	12	14	11	1099574	21%			416	1215	25.5%	39.1%	1631	36571	2%	11	2361	1406	13297	2137	1152	11803	47	23	225	177	231	1269									5694	443	0.077801194	39	6	263	17	40	3	0.153846154	0.064638783	0.075	0.092717391	0.090855239	0.061239193	0.065397107	0.087615838	0.118	0.121	0.193	3253975	320551					1396433	296859	24652	2472					9783	2361	19222	1479					5820	1406	144310	14519					58840	13297
2021-01-12	1399877	298040	258743	4139	552		90	62	86	11	13	9	1101837	21%			1181	2263	34.3%	37.6%	3444	35158	2%	1	2360	1414	13328	2148	1163	11880	47	23	225	165	228	1223									22088	1262	0.057135096	114	1	781	33	195	8	0.00877193	0.042253521	0.041025641	0.08998094	0.091125035	0.06234414	0.065505549	0.085448393	0.106	0.117	0.187	3276063	321813					1399877	298040	24766	2473					9804	2360	19417	1487					5840	1414	145091	14552					58955	13328
2021-01-13	1405114	299884	260491	4222	516		79	82	92	10	20	14	1105230	21%			1844	3393	35.2%	35.4%	5237	35171	1%	83	2369	1431	13427	2155	1166	11933	48	23	228	166	242	1266									23944	2001	0.083569997	182	9	1047	97	193	19	0.049450549	0.092645654	0.098445596	0.083802381	0.090998952	0.056280587	0.053639847	0.080756014	0.104	0.119	0.192	3300007	323814					1405114	299884	24948	2482					9835	2369	19610	1506					5870	1431	146138	14649					59173	13427
2021-01-14	1410318	301442	262226	4232	532		85	86	100	11	20	12	1108876	21%			1558	3646	29.9%	33.8%	5204	34984	2%	10	2385	1442	13490	2165	1168	12020	48	23	228	172	251	1242									20399	1664	0.081572626	155	17	523	64	86	9	0.109677419	0.122370937	0.104651163	0.080178569	0.088270008	0.064175467	0.068071058	0.074573226	0.11	0.12	0.19	3320406	325478					1410318	301442	25103	2499					9865	2385	19696	1515					5885	1442	146661	14713					59329	13490
2021-01-15	1414800	302782	263829	4251	513		91	88	89	13	14	25	1112018	21%			1340	3142	29.9%	32.6%	4482	34702	1%	19	2402	1454	13556	2181	1177	12107	48	23	228	173	254	1221									23096	1460	0.063214409	292	19	1366	66	179	12	0.065068493	0.048316252	0.067039106	0.077231741	0.087276429	0.065878378	0.068281197	0.078125	0.11	0.11	0.19	3343502	326938					1414800	302782	25395	2518					9917	2402	19875	1527					5909	1454	148027	14779					59522	13556
2021-01-16	1418943	304125	265321	4257	505		91	80	95	13	19	13	1114818	21%			1343	2800	32.4%	32.1%	4143	34547	1%	6	2416	1461	13617	2188	1183	12182	48	23	228	180	255	1207									21459	1479	0.068922131	177	16	1608	69	199	8	0.09039548	0.042910448	0.040201005	0.075845865	0.085748443	0.075508228	0.064149077	0.069143447	0.11	0.11	0.19	3364961	328417					1418943	304125	25572	2534					9965	2417	20074	1535					5936	1461	149635	14848					59759	13616
2021-01-17	1421490	304851	265925	4321	474		93	61	94	13	15	16	1116639	21%			726	1821	28.5%	31.5%	2547	34605	1%	64	2420	1466	13648	2191	1185	12194	48	24	236	181	257	1218	4	4	12						7942	793	0.099848905	40	2	323	41	41	7	0.05	0.126934985	0.170731707	0.073036863	0.0843402	0.07007007	0.065471155	0.07073955	0.1	0.11	0.18	3372903	329210					1421490	304851	25612	2536					9973	2420	20115	1542					5952	1466	149958	14889					59864	13648
2021-01-18	1422938	305277	266455	4323	483		84	58	95	9	11	10	1117661	21%			426	1022	29.4%	31.8%	1448	34499	1%	2	2422	1468	13660	2195	1189	12218	48	24	236	179	255	1206	5	5	12						5058	440	0.086990905	26	3	225	2	17	0	0.115384615	0.008888889	0	0.073387318	0.083569351	0.067951318	0.063340712	0.069230769	0.1	0.11	0.18	3377961	329650					1422938	305277	25638	2539					9984	2422	20132	1542					5958	1468	150183	14891					59921	13660
2021-01-19	1426214	306239	269997	4324	490		85	56	92	9	14	17	1119975	21%			962	2314	29.4%	31.1%	3276	31918	2%	1	2429	1473	13702	2204	1202	12308	48	24	236	177	247	1158	11	11	15						21929	1032	0.047060969	202	6	1062	46	208	4	0.02970297	0.043314501	0.019230769	0.071624121	0.081211008	0.067039106	0.062560936	0.063921993	0.1	0.1	0.17	3399890	330682					1426214	306238	25840	2545					10013	2429	20340	1546					5972	1473	151245	14937					60074	13702
2021-01-20	1430371	307570	270556	4332	474		86	85	91	10	21	22	1122801	22%			1331	2826	32.0%	30.4%	4157	32682	1%	8	2449	1483	13785	2224	1220	12392	48	24	236	177	239	1157	12	12	51						21127	1396	0.066076584	165	19	626	91	133	12	0.115151515	0.145367412	0.090225564	0.068291877	0.076446127	0.077578051	0.066108495	0.060254925	0.1	0.1	0.15	3421017	332078					1430371	307570	26005	2564					10056	2449	20473	1558					5992	1483	151871	15028					60234	13785
2021-01-21	1435642	309274	271949	4394	467		89	77	90	10	20	21	1126368	22%			1704	3567	32.3%	30.9%	5271	32931	1%	62	2470	1493	13890	2238	1236	12482	48	24	238	184	233	1170	13	13	52						22177	1890	0.08522343	322	22	-8997	104	173	10	0.068322981	-0.011559409	0.057803468	0.069143565	0.074928512	0.071078431	-0.110641669	0.055789474	0.09	0.1	0.13	3443194	333968					1435642	309274	26327	2586					10181	2470	20646	1568					6015	1493	142874	15132					60452	13890
2021-01-22	1439736	310578	273011	4445	450		89	66	89	13	14	15	1129158	22%			1304	2790	31.9%	31.3%	4094	33122	1%	51	2481	1498	13962	2248	1245	12541	48	24	242	185	229	1179	16	16	57						23271	1403	0.060289631	290	11	11302	78	143	5	0.037931034	0.006901433	0.034965035	0.068581606	0.073028468	0.064648118	0.070092698	0.050328228	0.08	0.1	0.12	3466465	335371					1439736	310578	26617	2597					10289	2481	20789	1573					6034	1498	154176	15210					60641	13962
2021-01-23	1444457	311964	273188	4478	419		76	64	80	15	15	24	1132493	22%			1386	3335	29.4%	30.7%	4721	34298	1%	33	2495	1509	14042	2253	1246	12563	48	24	243	194	239	1236	16	16	52						22782	1500	0.065841454	259	12	1035	87	189	13	0.046332046	0.084057971	0.068783069	0.068020533	0.071998987	0.057515337	0.080523673	0.056415929	0.08	0.1	0.12	3489247	336871					1444457	311964	26876	2609					10363	2495	20978	1586					6058	1509	155211	15297					60869	14042
2021-01-24	1447206	312807	274099	4487	382		79	51	75	14	14	19	1134399	22%			843	1906	30.7%	30.9%	2749	34221	1%	9	2498	1513	14078	2257	1248	12584	48	24	243	193	241	1251	16	16	52						9168	914	0.09969459	46	5	372	38	49	4	0.108695652	0.102150538	0.081632653	0.068320161	0.070670121	0.059541985	0.079288889	0.052631579	0.08	0.11	0.12	3498415	337785					1447206	312807	26922	2614					10373	2498	21027	1590					6071	1513	155583	15335					60983	14078
2021-01-25	1448928	313238	274730	4488	383		78	40	70	14	6	11	1135690	22%			431	1291	25.0%	30.6%	1722	34020	1%	1	2501	1518	14094	2263	1249	12616	48	24	243	190	245	1235	16	16	24						5978	470	0.078621613	35	1	254	13	56	5	0.028571429	0.051181102	0.089285714	0.068060301	0.070697793	0.057619409	0.080827733	0.05573081	0.08	0.11	0.12	3504393	338255					1448928	313238	26957	2615					10385	2501	21083	1595					6078	1518	155837	15348					61043	14094
2021-01-26	1451973	314058	276447	4488	415		78	49	80	14	13	3	1137915	22%			820	2225	26.9%	30.4%	3045	33123	1%	0	2504	1523	14128	2249	1253	12659	48	24	243	207	246	1226	16	16	32						20876	902	0.043207511	114	4	1136	48	136	6	0.035087719	0.042253521	0.044117647	0.067595052	0.06959704	0.060113729	0.080132682	0.062571104	0.07	0.1	0.1	3525269	339157					1451973	314058	27071	2619					10412	2504	21219	1601					6098	1523	156973	15396					61199	14128
2021-01-27	1455735	315152	277831	4492	408		81	76	75	14	17	22	1140583	22%			1094	2668	29.1%	29.9%	3762	32829	1%	4	2510	1526	14187	2256	1260	12721	48	24	243	206	242	1223	15	15	34						19151	1187	0.061981098	153	7	1163	55	154	1	0.045751634	0.047291488	0.006493506	0.066983785	0.067631427	0.050861362	0.067517957	0.048888889	0.07	0.1	0.1	3544420	340344					1455735	315152	27224	2626					10437	2510	21373	1602					6112	1526	158136	15451					61369	14187
2021-01-28	1459926	316437	279687	4500	391		80	52	74	16	13	14	1143489	22%			1285	2906	30.7%	29.5%	4191	32250	1%	8	2515	1528	14251	2265	1275	12772	48	24	243	202	229	1236	12	12	29						20431	1363	0.066712349	243	6	783	67	122	2	0.024691358	0.085568327	0.016393443	0.063613273	0.066391213	0.040350877	0.024057339	0.042402827	0.06	0.1	0.09	3564851	341707					1459926	316437	27467	2632					10470	2515	21495	1604					6127	1528	158919	15518					61565	14251
2021-01-29	1462822	317124	281205	4532	383		82	60	87	17	15	2	1145698	22%			687	2209	23.7%	28.4%	2896	31387	1%	32	2520	1528	14276	2272	1286	12830	48	26	246	200	216	1200									14707	792	0.053851907	156	0	834	39	72	0	0	0.04676259	0	0.063027774	0.065920798	0.034791252	0.062219831	0.039845758	0.06	0.1	0.08	3579558	342499					1462822	317124	27623	2632					10498	2520	21567	1604					6136	1528	159753	15557					61704	14276
2021-01-30	1469900	318450	281526	4577	376		84	48	83	14	15	19	1151450	22%			1326	5752	18.7%	25.5%	7078	32347	1%	45	2529	1535	14338	2274	1288	12840	48	26	248	207	221	1250									33002	1429	0.043300406	462	15	3046	59	388	9	0.032467532	0.019369665	0.023195876	0.057228354	0.062645649	0.031430935	0.042040063	0.027635619	0.06	0.1	0.08	3612560	343928					1469900	318450	28085	2647					10801	2529	21955	1613					6257	1535	162799	15616					63041	14338
2021-01-31	1472772	319206	282480	4651	358		94	55	72	16	8	19	1153566	22%			756	2116	26.3%	25.0%	2872	32075	1%	74	2535	1536	14371	2285	1293	12865	48	26	248	202	217	1258									9588	842	0.087818106	71	5	456	41	27	2	0.070422535	0.089912281	0.074074074	0.056452199	0.062428534	0.030794165	0.041970803	0.02617801	0.07	0.1	0.08	3622148	344770					1472772	319206	28156	2652					10817	2535	21982	1615					6265	1536	163255	15657					63162	14371
2021-02-01	1474033	319495	283038	4901	368		92	41	71	13	8	9	1154538	22%			289	972	22.9%	24.9%	1261	31556	1%	250	2537	1536	14377	2287	1296	12876	51	29	259	199	211	1242	3	3	18						5800	282	0.04862069	41	0	454	15	16	0	0	0.033039648	0	0.055011938	0.061611204	0.02983871	0.041158537	0.021857923	0.06	0.1	0.07	3627948	345052					1474033	319495	28197	2652					10828	2537	21998	1615					6266	1536	163709	15672					63210	14377
2021-02-02	1477304	320342	286341	4906	390		88	49	75	17	11	7	1156962	22%			847	2424	25.9%	24.8%	3271	29095	1%	5	2544	1538	14389	2300	1325	12998	51	29	261	193	184	1130	2	2	8						20700	950	0.04589372	154	9	769	11	96	2	0.058441558	0.014304291	0.020833333	0.055479458	0.061585959	0.0328125	0.038241173	0.018285714	0.07	0.09	0.07	3648648	346002					1477304	320342	28351	2661					10856	2544	22094	1617					6276	1538	164478	15683					63330	14389
2021-02-03	1480685	321271	288312	4919	382		86	58	77	18	16	14	1159414	22%			929	2452	27.5%	24.5%	3381	28040	1%	13	2554	1543	14432	2313	1352	13071	51	29	261	190	162	1100	3	3	20						14888	989	0.066429339	88	8	696	47	84	5	0.090909091	0.067528736	0.05952381	0.055802747	0.061492089	0.035390947	0.039641944	0.02484472	0.08	0.09	0.07	3663536	346991					1480685	321271	28439	2669					10877	2554	22178	1622					6291	1543	165174	15730					63478	14432
2021-02-04	1485685	322512	290011	4975	360		77	54	66	12	11	22	1163173	22%			1241	3759	24.8%	23.6%	5000	27526	1%	56	2559	1546	14473	2328	1371	13120	51	29	263	180	146	1090	2	2	14						26416	1343	0.0508404	317	7	1588	38	226	3	0.022082019	0.023929471	0.013274336	0.052973198	0.058218984	0.034134988	0.031875558	0.02310231	0.07	0.09	0.06	3689952	348334					1485685	322512	28756	2676					10923	2559	22404	1625					6305	1546	166762	15768					63679	14473
